1, 10, 3, 25
1, 10, 17, 25
1, 10, 19, 25
2, 9, 25
2, 11, 4, 25
2, 11, 18, 25
2, 11, 20, 25
3, 10, 17, 25
3, 10, 19, 25
3, 12, 5, 25
3, 12, 19, 25
3, 12, 21, 25
4, 11, 18, 25
4, 11, 20, 25
4, 13, 6, 25
4, 13, 20, 25
4, 13, 22, 25
5, 12, 19, 25
5, 12, 21, 25
5, 14, 7, 25
5, 14, 21, 25
5, 14, 23, 25
6, 13, 20, 25
6, 13, 22, 25
6, 15, 8, 25
6, 15, 22, 25
6, 15, 24, 25
7, 14, 21, 25
7, 14, 23, 25
7, 16, 25
8, 15, 22, 25
8, 15, 24, 25
9, 18, 25
10, 17, 25, 19
11, 18, 25, 20
12, 19, 25, 21
13, 20, 25, 22
14, 21, 25, 23
15, 22, 25, 24
16, 23, 25
